LC08_L1TP_043036_20170420_20170501_01_T1,LC80430362017110LGN00,2017-04-20 18:40:05.541590,4.48,L1TP,43,36,33.53687,-122.66599,35.66458,-120.20764,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/043/036/LC08_L1TP_043036_20170420_20170501_01_T1/index.html
LC08_L1TP_068014_20170419_20170501_01_T1,LC80680142017109LGN00,2017-04-19 21:05:51.170684,0.78,L1TP,68,14,64.41018,-147.86814,66.71163,-142.65036,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/068/014/LC08_L1TP_068014_20170419_20170501_01_T1/index.html
LC08_L1TP_068015_20170419_20170501_01_T1,LC80680152017109LGN00,2017-04-19 21:06:15.040542,1.01,L1TP,68,15,63.06604,-149.02075,65.33053,-143.95195,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/068/015/LC08_L1TP_068015_20170419_20170501_01_T1/index.html
LC08_L1TP_068016_20170419_20170501_01_T1,LC80680162017109LGN00,2017-04-19 21:06:38.914636,0.58,L1TP,68,16,61.69863,-150.07141,63.94132,-145.14793,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/068/016/LC08_L1TP_068016_20170419_20170501_01_T1/index.html
LC08_L1TP_221096_20170419_20170501_01_T1,LC82210962017109LGN00,2017-04-19 13:24:06.830732,0.49,L1TP,221,96,-52.77262,-60.29961,-50.59392,-56.77617,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/221/096/LC08_L1TP_221096_20170419_20170501_01_T1/index.html
LC08_L1TP_006022_20170417_20170501_01_T1,LC80060222017107LGN00,2017-04-17 14:45:52.887375,1.3,L1TP,6,22,53.40038,-58.84474,55.57658,-55.15296,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/006/022/LC08_L1TP_006022_20170417_20170501_01_T1/index.html
LC08_L1TP_006023_20170417_20170501_01_T1,LC80060232017107LGN00,2017-04-17 14:46:16.761469,8.05,L1TP,6,23,51.98577,-59.48901,54.16282,-55.87534,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/006/023/LC08_L1TP_006023_20170417_20170501_01_T1/index.html
LC08_L1TP_006024_20170417_20170501_01_T1,LC80060242017107LGN00,2017-04-17 14:46:40.639799,18.16,L1TP,6,24,50.56669,-60.09653,52.74588,-56.56194,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/006/024/LC08_L1TP_006024_20170417_20170501_01_T1/index.html
LC08_L1TP_013031_20170418_20170501_01_T1,LC80130312017108LGN00,2017-04-18 15:32:42.895880,0.63,L1TP,13,31,40.67295,-74.28482,42.82098,-71.57374,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/013/031/LC08_L1TP_013031_20170418_20170501_01_T1/index.html
LC08_L1TP_054021_20170417_20170501_01_T1,LC80540212017107LGN00,2017-04-17 19:42:08.239004,2.22,L1TP,54,21,54.76821,-132.4239,56.97214,-128.45231,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/054/021/LC08_L1TP_054021_20170417_20170501_01_T1/index.html
LC08_L1TP_054022_20170417_20170501_01_T1,LC80540222017107LGN00,2017-04-17 19:42:32.117334,1.17,L1TP,54,22,53.35412,-133.09955,55.55962,-129.2287,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/054/022/LC08_L1TP_054022_20170417_20170501_01_T1/index.html
LC08_L1TP_061014_20170418_20170501_01_T1,LC80610142017108LGN00,2017-04-18 20:22:36.151880,0.52,L1TP,61,14,64.42013,-137.1322,66.69959,-131.76498,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/061/014/LC08_L1TP_061014_20170418_20170501_01_T1/index.html
LC08_L1TP_061015_20170418_20170501_01_T1,LC80610152017108LGN00,2017-04-18 20:23:00.025974,0.7,L1TP,61,15,63.05856,-138.27599,65.31655,-133.0678,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/061/015/LC08_L1TP_061015_20170418_20170501_01_T1/index.html
LC08_L1TP_061018_20170418_20170501_01_T1,LC80610182017108LGN00,2017-04-18 20:24:11.639784,4.02,L1TP,61,18,58.94929,-140.86241,61.19754,-136.68955,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/061/018/LC08_L1TP_061018_20170418_20170501_01_T1/index.html
LC08_L1TP_061019_20170418_20170501_01_T1,LC80610192017108LGN00,2017-04-18 20:24:35.518114,0.53,L1TP,61,19,57.57223,-141.68245,59.79519,-137.62696,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/061/019/LC08_L1TP_061019_20170418_20170501_01_T1/index.html
LC08_L1TP_068012_20170419_20170501_01_T1,LC80680122017109LGN00,2017-04-19 21:05:03.435204,0.18,L1TP,68,12,67.06326,-145.61124,69.37856,-139.2421,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/068/012/LC08_L1TP_068012_20170419_20170501_01_T1/index.html
LC08_L1TP_077013_20170418_20170501_01_T1,LC80770132017108LGN00,2017-04-18 22:01:05.227357,0.13,L1TP,77,13,65.7549,-160.63134,68.06492,-155.00849,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/077/013/LC08_L1TP_077013_20170418_20170501_01_T1/index.html
LC08_L1TP_077014_20170418_20170501_01_T1,LC80770142017108LGN00,2017-04-18 22:01:29.092979,0.22,L1TP,77,14,64.42374,-161.89282,66.69014,-156.43756,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/077/014/LC08_L1TP_077014_20170418_20170501_01_T1/index.html
LC08_L1TP_077015_20170418_20170501_01_T1,LC80770152017108LGN00,2017-04-18 22:01:52.962837,0.35,L1TP,77,15,63.04176,-163.04194,65.30872,-157.74462,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/077/015/LC08_L1TP_077015_20170418_20170501_01_T1/index.html
LC08_L1TP_015010_20170416_20170501_01_T1,LC80150102017106LGN00,2017-04-16 15:36:44.426487,0.0,L1TP,15,10,69.70552,-60.58373,72.05111,-53.46168,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/015/010/LC08_L1TP_015010_20170416_20170501_01_T1/index.html
LC08_L1TP_015021_20170416_20170501_01_T1,LC80150212017106LGN00,2017-04-16 15:41:07.003397,0.21,L1TP,15,21,54.77466,-72.15739,56.97376,-68.20961,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/015/021/LC08_L1TP_015021_20170416_20170501_01_T1/index.html
LC08_L1TP_015022_20170416_20170501_01_T1,LC80150222017106LGN00,2017-04-16 15:41:30.877491,0.0,L1TP,15,22,53.35937,-72.83328,55.56285,-68.98044,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/015/022/LC08_L1TP_015022_20170416_20170501_01_T1/index.html
LC08_L1TP_015023_20170416_20170501_01_T1,LC80150232017106LGN00,2017-04-16 15:41:54.760057,0.0,L1TP,15,23,51.94373,-73.46867,54.14603,-69.71114,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/015/023/LC08_L1TP_015023_20170416_20170501_01_T1/index.html
LC08_L1TP_063014_20170416_20170501_01_T1,LC80630142017106LGN00,2017-04-16 20:34:59.051150,3.21,L1TP,63,14,64.36646,-140.41852,66.66109,-134.66752,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/063/014/LC08_L1TP_063014_20170416_20170501_01_T1/index.html
LC08_L1TP_063015_20170416_20170501_01_T1,LC80630152017106LGN00,2017-04-16 20:35:22.921008,1.41,L1TP,63,15,63.05418,-141.19121,65.34663,-136.33109,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/063/015/LC08_L1TP_063015_20170416_20170501_01_T1/index.html
LC08_L1TP_063017_20170416_20170501_01_T1,LC80630172017106LGN00,2017-04-16 20:36:10.664960,6.7,L1TP,63,17,60.33853,-143.21038,62.56707,-138.61226,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/063/017/LC08_L1TP_063017_20170416_20170501_01_T1/index.html
LC08_L1TP_070012_20170417_20170501_01_T1,LC80700122017107LGN00,2017-04-17 21:17:26.359857,0.21,L1TP,70,12,67.07926,-148.49623,69.4172,-142.5284,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/070/012/LC08_L1TP_070012_20170417_20170501_01_T1/index.html
LC08_L1TP_070015_20170417_20170501_01_T1,LC80700152017107LGN00,2017-04-17 21:18:37.965196,1.45,L1TP,70,15,63.01204,-152.29677,65.29405,-146.86729,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/070/015/LC08_L1TP_070015_20170417_20170501_01_T1/index.html
LC08_L1TP_070019_20170417_20170501_01_T1,LC80700192017107LGN00,2017-04-17 21:20:13.453100,0.77,L1TP,70,19,57.57064,-155.68095,59.78041,-151.43778,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/070/019/LC08_L1TP_070019_20170417_20170501_01_T1/index.html
LC08_L1TP_232091_20170416_20170501_01_T1,LC82320912017106LGN00,2017-04-16 14:30:07.866725,0.85,L1TP,232,91,-45.71582,-74.21145,-43.54733,-71.09446,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/232/091/LC08_L1TP_232091_20170416_20170501_01_T1/index.html
LC08_L1TP_232092_20170416_20170501_01_T1,LC82320922017106LGN00,2017-04-16 14:30:31.825539,1.59,L1TP,232,92,-47.13052,-74.75528,-44.96238,-71.57618,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/232/092/LC08_L1TP_232092_20170416_20170501_01_T1/index.html
LC08_L1TP_232093_20170416_20170501_01_T1,LC82320932017106LGN00,2017-04-16 14:30:55.784353,2.2,L1TP,232,93,-48.53933,-75.33191,-46.37713,-72.07842,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/232/093/LC08_L1TP_232093_20170416_20170501_01_T1/index.html
LC08_L1TP_008067_20170415_20170501_01_T1,LC80080672017105LGN00,2017-04-15 15:16:11.171525,3.52,L1TP,8,67,-11.1772,-78.59903,-9.07156,-76.5212,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/008/067/LC08_L1TP_008067_20170415_20170501_01_T1/index.html
LC08_L1TP_008068_20170415_20170501_01_T1,LC80080682017105LGN00,2017-04-15 15:16:35.104923,14.7,L1TP,8,68,-12.62353,-78.92127,-10.51682,-76.83301,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/008/068/LC08_L1TP_008068_20170415_20170501_01_T1/index.html
LC08_L1TP_072012_20170415_20170501_01_T1,LC80720122017105LGN00,2017-04-15 21:29:49.221103,2.04,L1TP,72,12,67.06135,-151.80258,69.37876,-145.40773,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/072/012/LC08_L1TP_072012_20170415_20170501_01_T1/index.html
LC08_L1TP_072013_20170415_20170501_01_T1,LC80720132017105LGN00,2017-04-15 21:30:13.095197,1.81,L1TP,72,13,65.6949,-153.19498,68.01042,-147.01093,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/072/013/LC08_L1TP_072013_20170415_20170501_01_T1/index.html
LC08_L1TP_072017_20170415_20170501_01_T1,LC80720172017105LGN00,2017-04-15 21:31:48.574628,2.49,L1TP,72,17,60.29933,-157.21727,62.54786,-152.41642,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/072/017/LC08_L1TP_072017_20170415_20170501_01_T1/index.html
LC08_L1TP_072018_20170415_20170501_01_T1,LC80720182017105LGN00,2017-04-15 21:32:12.448723,3.99,L1TP,72,18,58.90093,-158.10064,61.14728,-153.43673,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/072/018/LC08_L1TP_072018_20170415_20170501_01_T1/index.html
LC08_L1TP_001070_20170414_20170501_01_T1,LC80010702017104LGN00,2017-04-14 14:34:07.825969,9.06,L1TP,1,70,-15.51858,-68.74968,-13.40828,-66.60807,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/001/070/LC08_L1TP_001070_20170414_20170501_01_T1/index.html
LC08_L1TP_001090_20170414_20170501_01_T1,LC80010902017104LGN00,2017-04-14 14:42:06.743853,29.04,L1TP,1,90,-44.24337,-76.75316,-42.11111,-73.80394,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/001/090/LC08_L1TP_001090_20170414_20170501_01_T1/index.html
LC08_L1TP_001091_20170414_20170501_01_T1,LC80010912017104LGN00,2017-04-14 14:42:30.698431,0.34,L1TP,1,91,-45.67055,-77.29341,-43.53136,-74.27462,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/001/091/LC08_L1TP_001091_20170414_20170501_01_T1/index.html
LC08_L1TP_001092_20170414_20170501_01_T1,LC80010922017104LGN00,2017-04-14 14:42:54.665717,2.63,L1TP,1,92,-47.09816,-77.85905,-44.94837,-74.76148,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/001/092/LC08_L1TP_001092_20170414_20170501_01_T1/index.html
LC08_L1TP_001093_20170414_20170501_01_T1,LC80010932017104LGN00,2017-04-14 14:43:18.624531,9.08,L1TP,1,93,-48.52329,-78.44892,-46.36194,-75.27086,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/001/093/LC08_L1TP_001093_20170414_20170501_01_T1/index.html
LC08_L1TP_017023_20170414_20170501_01_T1,LC80170232017104LGN00,2017-04-14 15:54:17.608705,0.03,L1TP,17,23,51.99909,-76.44614,54.17178,-72.90963,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/017/023/LC08_L1TP_017023_20170414_20170501_01_T1/index.html
LC08_L1TP_017024_20170414_20170501_01_T1,LC80170242017104LGN00,2017-04-14 15:54:41.482798,0.0,L1TP,17,24,50.59028,-77.05673,52.755,-73.5955,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/017/024/LC08_L1TP_017024_20170414_20170501_01_T1/index.html
LC08_L1TP_017031_20170414_20170501_01_T1,LC80170312017104LGN00,2017-04-14 15:57:28.643816,5.57,L1TP,17,31,40.67528,-80.466,42.81933,-77.74751,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/017/031/LC08_L1TP_017031_20170414_20170501_01_T1/index.html
LC08_L1TP_017045_20170414_20170501_01_T1,LC80170452017104LGN00,2017-04-14 16:03:03.105639,2.58,L1TP,17,45,20.60767,-85.64855,22.72203,-83.47954,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/017/045/LC08_L1TP_017045_20170414_20170501_01_T1/index.html
LC08_L1TP_026047_20170413_20170501_01_T1,LC80260472017103LGN00,2017-04-13 16:59:28.903371,7.19,L1TP,26,47,17.72804,-100.21082,19.83159,-98.04553,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/026/047/LC08_L1TP_026047_20170413_20170501_01_T1/index.html
LC08_L1TP_026048_20170413_20170501_01_T1,LC80260482017103LGN00,2017-04-13 16:59:52.802881,1.92,L1TP,26,48,16.28354,-100.53257,18.38713,-98.3785,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/026/048/LC08_L1TP_026048_20170413_20170501_01_T1/index.html
LC08_L1TP_042019_20170413_20170501_01_T1,LC80420192017103LGN00,2017-04-13 18:27:13.174969,9.73,L1TP,42,19,57.57631,-112.36117,59.78992,-108.23894,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/042/019/LC08_L1TP_042019_20170413_20170501_01_T1/index.html
LC08_L1TP_058012_20170413_20170501_01_T1,LC80580122017103LGN00,2017-04-13 20:03:19.077880,0.0,L1TP,58,12,67.0753,-129.91531,69.42391,-124.03103,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/058/012/LC08_L1TP_058012_20170413_20170501_01_T1/index.html
LC08_L1TP_065015_20170414_20170501_01_T1,LC80650152017104LGN00,2017-04-14 20:47:45.765408,0.19,L1TP,65,15,63.05466,-144.46913,65.31492,-139.23994,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/065/015/LC08_L1TP_065015_20170414_20170501_01_T1/index.html
LC08_L1TP_065016_20170414_20170501_01_T1,LC80650162017104LGN00,2017-04-14 20:48:09.639501,0.73,L1TP,65,16,61.66451,-145.50956,63.92792,-140.43608,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/065/016/LC08_L1TP_065016_20170414_20170501_01_T1/index.html
LC08_L1TP_074013_20170413_20170501_01_T1,LC80740132017103LGN00,2017-04-13 21:42:35.897298,0.07,L1TP,74,13,65.76508,-156.08387,68.04955,-150.27885,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/013/LC08_L1TP_074013_20170413_20170501_01_T1/index.html
LC08_L1TP_074014_20170413_20170501_01_T1,LC80740142017103LGN00,2017-04-13 21:42:59.767156,0.25,L1TP,74,14,64.39099,-157.34571,66.67287,-151.7204,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/014/LC08_L1TP_074014_20170413_20170501_01_T1/index.html
LC08_L1TP_074015_20170413_20170501_01_T1,LC80740152017103LGN00,2017-04-13 21:43:23.637014,0.06,L1TP,74,15,63.0087,-158.48359,65.29275,-153.03368,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/015/LC08_L1TP_074015_20170413_20170501_01_T1/index.html
LC08_L1TP_074016_20170413_20170501_01_T1,LC80740162017103LGN00,2017-04-13 21:43:47.506871,0.05,L1TP,74,16,61.69416,-159.17563,63.96836,-154.56669,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/016/LC08_L1TP_074016_20170413_20170501_01_T1/index.html
LC08_L1TP_074017_20170413_20170501_01_T1,LC80740172017103LGN00,2017-04-13 21:44:11.376730,0.03,L1TP,74,17,60.33138,-160.14827,62.57713,-155.65597,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/017/LC08_L1TP_074017_20170413_20170501_01_T1/index.html
LC08_L1TP_074018_20170413_20170501_01_T1,LC80740182017103LGN00,2017-04-13 21:44:35.250824,0.04,L1TP,74,18,58.96233,-161.04001,61.17957,-156.6664,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/074/018/LC08_L1TP_074018_20170413_20170501_01_T1/index.html
LC08_L1TP_227097_20170413_20170501_01_T1,LC82270972017103LGN00,2017-04-13 14:01:39.390337,1.43,L1TP,227,97,-54.18727,-70.26737,-52.01148,-66.54893,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/227/097/LC08_L1TP_227097_20170413_20170501_01_T1/index.html
LC08_L1TP_005051_20170426_20170502_01_T1,LC80050512017116LGN00,2017-04-26 14:51:08.488762,8.54,L1TP,5,51,11.95479,-69.01297,14.05944,-66.92744,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/005/051/LC08_L1TP_005051_20170426_20170502_01_T1/index.html
LC08_L1TP_005055_20170426_20170502_01_T1,LC80050552017116LGN00,2017-04-26 14:52:44.120690,8.04,L1TP,5,55,6.17581,-70.25213,8.27575,-68.18834,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/005/055/LC08_L1TP_005055_20170426_20170502_01_T1/index.html
LC08_L1TP_014022_20170425_20170502_01_T1,LC80140222017115LGN00,2017-04-25 15:35:13.871693,0.42,L1TP,14,22,53.3961,-71.22068,55.57573,-67.49575,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/014/022/LC08_L1TP_014022_20170425_20170502_01_T1/index.html
LC08_L1TP_019022_20170412_20170501_01_T1,LC80190222017102LGN00,2017-04-12 16:06:16.541034,2.98,L1TP,19,22,53.35659,-79.01862,55.5596,-75.15197,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/019/022/LC08_L1TP_019022_20170412_20170501_01_T1/index.html
LC08_L1TP_019023_20170412_20170501_01_T1,LC80190232017102LGN00,2017-04-12 16:06:40.410892,3.89,L1TP,19,23,51.93983,-79.65726,54.14696,-75.88167,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/019/023/LC08_L1TP_019023_20170412_20170501_01_T1/index.html
LC08_L1TP_019051_20170412_20170501_01_T1,LC80190512017102LGN00,2017-04-12 16:17:49.313357,25.26,L1TP,19,51,11.94156,-90.67023,14.05323,-88.5337,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/019/051/LC08_L1TP_019051_20170412_20170501_01_T1/index.html
LC08_L1TP_021034_20170426_20170502_01_T1,LC80210342017116LGN00,2017-04-26 16:23:15.396596,5.53,L1TP,21,34,36.40241,-87.91432,38.52533,-85.31607,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/021/034/LC08_L1TP_021034_20170426_20170502_01_T1/index.html
LC08_L1TP_021048_20170426_20170502_01_T1,LC80210482017116LGN00,2017-04-26 16:28:49.896544,2.52,L1TP,21,48,16.28426,-92.79126,18.39047,-90.669,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/021/048/LC08_L1TP_021048_20170426_20170502_01_T1/index.html
LC08_L1TP_021049_20170426_20170502_01_T1,LC80210492017116LGN00,2017-04-26 16:29:13.800290,2.51,L1TP,21,49,14.84276,-93.10895,16.94795,-90.9973,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/021/049/LC08_L1TP_021049_20170426_20170502_01_T1/index.html
LC08_L1TP_021050_20170426_20170502_01_T1,LC80210502017116LGN00,2017-04-26 16:29:37.699800,5.86,L1TP,21,50,13.40012,-93.42423,15.50204,-91.32285,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/021/050/LC08_L1TP_021050_20170426_20170502_01_T1/index.html
LC08_L1TP_030009_20170425_20170502_01_T1,LC80300092017115LGN00,2017-04-25 17:08:56.665612,0.04,L1TP,30,9,70.91645,-82.19548,73.29894,-73.99712,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/030/009/LC08_L1TP_030009_20170425_20170502_01_T1/index.html
LC08_L1TP_030021_20170425_20170502_01_T1,LC80300212017115LGN00,2017-04-25 17:13:43.112381,0.01,L1TP,30,21,54.79199,-95.29386,56.9818,-91.41635,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/030/021/LC08_L1TP_030021_20170425_20170502_01_T1/index.html
LC08_L1TP_030023_20170425_20170502_01_T1,LC80300232017115LGN00,2017-04-25 17:14:30.869041,0.64,L1TP,30,23,51.96212,-96.61436,54.15316,-92.91549,https://s3-us-west-2.amazonaws.com/landsat-pds/c1/L8/030/023/LC08_L1TP_030023_20170425_20170502_01_T1/index.html
